route_id,airline_id,operator_name,segment,origin_airport,origin_country,origin_region,dest_airport,dest_country,dest_region,flight_type,aircraft_type,annual_flights_2025,distance_km,annual_growth_rate,saf_pct_2025,saf_pct_2030,saf_pct_2035,saf_pct_2040,saf_pct_2045,saf_pct_2050
R164,CZ,China Southern,Passenger,CAN,China,APAC,SYD,Australia,APAC,international,A380-800,730,7800.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R165,CZ,China Southern,Passenger,CAN,China,APAC,LHR,UK,EU,international,B787-9,365,9600.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R166,HU,Hainan Airlines,Passenger,PEK,China,APAC,LAX,USA,US,international,B787-9,730,9900.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R167,HU,Hainan Airlines,Passenger,PEK,China,APAC,JFK,USA,US,international,B787-9,365,11000.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R168,HU,Hainan Airlines,Passenger,PEK,China,APAC,LHR,UK,EU,international,B787-9,365,8100.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R169,AI,Air India,Passenger,DEL,India,APAC,LHR,UK,EU,international,B787-9,1460,6700.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R170,AI,Air India,Passenger,DEL,India,APAC,JFK,USA,US,international,B777-300ER,730,11700.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R171,AI,Air India,Passenger,DEL,India,APAC,SIN,Singapore,APAC,international,B787-9,1095,5600.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R172,6E,IndiGo,Passenger,DEL,India,APAC,DXB,UAE,MENA,international,A321neo,2190,2200.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R173,6E,IndiGo,Passenger,DEL,India,APAC,SIN,Singapore,APAC,international,A321neo,1095,5600.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R174,6E,IndiGo,Passenger,DEL,India,APAC,BKK,Thailand,APAC,international,A321neo,1460,2900.0,0.04,0.0,0.01,0.05,0.1,0.2,0.3
R175,NZ,Air New Zealand,Passenger,AKL,New Zealand,APAC,LAX,USA,US,international,B787-9,1095,10500.0,0.04,0.0,0.02,0.05,0.15,0.2,0.25
R176,NZ,Air New Zealand,Passenger,AKL,New Zealand,APAC,SFO,USA,US,international,B787-9,730,10600.0,0.04,0.0,0.02,0.05,0.15,0.2,0.25
R177,NZ,Air New Zealand,Passenger,AKL,New Zealand,APAC,SIN,Singapore,APAC,international,B787-9,1095,8800.0,0.04,0.0,0.02,0.05,0.15,0.2,0.25
R178,FR,Ryanair,Passenger,DUB,Ireland,EU,BCN,Spain,EU,international,B737MAX8,2190,1630.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R179,FR,Ryanair,Passenger,DUB,Ireland,EU,MAD,Spain,EU,international,B737MAX8,1460,1740.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R180,FR,Ryanair,Passenger,DUB,Ireland,EU,FCO,Italy,EU,international,B737MAX8,1460,1890.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R181,U2,easyJet,Passenger,LGW,UK,EU,BCN,Spain,EU,international,A320neo,2190,1640.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R182,U2,easyJet,Passenger,LGW,UK,EU,AMS,Netherlands,EU,international,A320neo,2190,370.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R183,U2,easyJet,Passenger,LGW,UK,EU,CDG,France,EU,international,A320neo,2190,340.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R184,W6,Wizz Air,Passenger,BUD,Hungary,EU,LHR,UK,EU,international,A320neo,1460,1460.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R185,W6,Wizz Air,Passenger,BUD,Hungary,EU,CDG,France,EU,international,A320neo,1095,1480.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R186,W6,Wizz Air,Passenger,BUD,Hungary,EU,DXB,UAE,MENA,international,A321neo,730,4500.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R187,DY,Norwegian Air Shuttle,Passenger,OSL,Norway,EU,LHR,UK,EU,international,B737MAX8,1825,1150.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R188,DY,Norwegian Air Shuttle,Passenger,OSL,Norway,EU,CDG,France,EU,international,B737MAX8,1825,1300.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R189,DY,Norwegian Air Shuttle,Passenger,OSL,Norway,EU,BCN,Spain,EU,international,B737MAX8,1095,2900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R190,SK,SAS Scandinavian Airlines,Passenger,CPH,Denmark,EU,JFK,USA,US,international,A330-300,730,6600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R191,SK,SAS Scandinavian Airlines,Passenger,CPH,Denmark,EU,LHR,UK,EU,international,A320neo,3650,1000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R192,SK,SAS Scandinavian Airlines,Passenger,CPH,Denmark,EU,ORD,USA,US,international,A330-300,365,7200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R193,AY,Finnair,Passenger,HEL,Finland,EU,BKK,Thailand,APAC,international,A350-900,730,7800.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R194,AY,Finnair,Passenger,HEL,Finland,EU,JFK,USA,US,international,A350-900,730,6800.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R195,AY,Finnair,Passenger,HEL,Finland,EU,NRT,Japan,APAC,international,A350-900,365,8000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R196,LX,SWISS International Air Lines,Passenger,ZRH,Switzerland,EU,JFK,USA,US,international,B777-300ER,1095,6300.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R197,LX,SWISS International Air Lines,Passenger,ZRH,Switzerland,EU,SIN,Singapore,APAC,international,B777-300ER,365,10200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R198,LX,SWISS International Air Lines,Passenger,ZRH,Switzerland,EU,NRT,Japan,APAC,international,B777-300ER,365,9700.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R199,OS,Austrian Airlines,Passenger,VIE,Austria,EU,JFK,USA,US,international,B777-300ER,730,6900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R200,OS,Austrian Airlines,Passenger,VIE,Austria,EU,BKK,Thailand,APAC,international,B777-300ER,730,8600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R201,OS,Austrian Airlines,Passenger,VIE,Austria,EU,NRT,Japan,APAC,international,B777-300ER,365,9400.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R202,TP,TAP Air Portugal,Passenger,LIS,Portugal,EU,JFK,USA,US,international,A330-300,1095,5400.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R203,TP,TAP Air Portugal,Passenger,LIS,Portugal,EU,GRU,Brazil,LATAM,international,A330-300,730,7600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R204,TP,TAP Air Portugal,Passenger,LIS,Portugal,EU,MIA,USA,US,international,A330-300,730,7200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R205,AZ,ITA Airways,Passenger,FCO,Italy,EU,JFK,USA,US,international,A330-300,730,6900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R206,AZ,ITA Airways,Passenger,FCO,Italy,EU,LAX,USA,US,international,A350-900,365,9800.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R207,AZ,ITA Airways,Passenger,FCO,Italy,EU,NRT,Japan,APAC,international,B787-9,365,9900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R208,VS,Virgin Atlantic,Passenger,LHR,UK,EU,JFK,USA,US,international,A350-900,2190,5600.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R209,VS,Virgin Atlantic,Passenger,LHR,UK,EU,LAX,USA,US,international,A330-300,730,8700.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R210,VS,Virgin Atlantic,Passenger,LHR,UK,EU,ATL,USA,US,international,A330-300,730,7100.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R211,AC,Air Canada,Passenger,YYZ,Canada,US,LHR,UK,EU,international,B787-9,1460,5700.0,0.02,0.0,0.01,0.05,0.1,0.2,0.3
R212,AC,Air Canada,Passenger,YYZ,Canada,US,CDG,France,EU,international,B787-9,1095,6000.0,0.02,0.0,0.01,0.05,0.1,0.2,0.3
R213,AC,Air Canada,Passenger,YVR,Canada,US,NRT,Japan,APAC,international,B787-9,730,8200.0,0.02,0.0,0.01,0.05,0.1,0.2,0.3
R214,B6,JetBlue Airways,Passenger,JFK,USA,US,LGW,UK,EU,international,A321neo,730,5600.0,0.02,0.005,0.03,0.1,0.2,0.3,0.4
R215,B6,JetBlue Airways,Passenger,JFK,USA,US,CDG,France,EU,international,A321neo,365,5800.0,0.02,0.005,0.03,0.1,0.2,0.3,0.4
R216,B6,JetBlue Airways,Passenger,JFK,USA,US,AMS,Netherlands,EU,international,A321neo,365,5870.0,0.02,0.005,0.03,0.1,0.2,0.3,0.4
R217,AS,Alaska Airlines,Passenger,SEA,USA,US,CUN,Mexico,LATAM,international,B737MAX8,730,3900.0,0.02,0.005,0.03,0.1,0.2,0.3,0.4
R218,AS,Alaska Airlines,Passenger,SEA,USA,US,MEX,Mexico,LATAM,international,B737MAX8,365,3700.0,0.02,0.005,0.03,0.1,0.2,0.3,0.4
R219,AS,Alaska Airlines,Passenger,SEA,USA,US,GDL,Mexico,LATAM,international,B737MAX8,365,3200.0,0.02,0.005,0.03,0.1,0.2,0.3,0.4
R220,AM,Aeromexico,Passenger,MEX,Mexico,LATAM,MAD,Spain,EU,international,B787-9,730,9000.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R221,AM,Aeromexico,Passenger,MEX,Mexico,LATAM,JFK,USA,US,international,B737MAX8,1460,3400.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R222,AM,Aeromexico,Passenger,MEX,Mexico,LATAM,LAX,USA,US,international,B737MAX8,2190,2600.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R223,CM,Copa Airlines,Passenger,PTY,Panama,LATAM,JFK,USA,US,international,B737MAX8,1095,3400.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R224,CM,Copa Airlines,Passenger,PTY,Panama,LATAM,MAD,Spain,EU,international,B787-9,365,8500.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R225,CM,Copa Airlines,Passenger,PTY,Panama,LATAM,GRU,Brazil,LATAM,international,B737MAX8,730,5800.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R226,AD,Azul Brazilian Airlines,Passenger,VCP,Brazil,LATAM,LIS,Portugal,EU,international,A330-300,730,8400.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R227,AD,Azul Brazilian Airlines,Passenger,VCP,Brazil,LATAM,FLL,USA,US,international,A321neo,1095,6700.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R228,G3,GOL Airlines,Passenger,GRU,Brazil,LATAM,EZE,Argentina,LATAM,international,B737-800,1460,2200.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R229,G3,GOL Airlines,Passenger,GRU,Brazil,LATAM,SCL,Chile,LATAM,international,B737-800,730,2600.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R230,G3,GOL Airlines,Passenger,GRU,Brazil,LATAM,MVD,Uruguay,LATAM,international,B737-800,730,2000.0,0.035,0.0,0.01,0.05,0.1,0.2,0.3
R231,MS,EgyptAir,Passenger,CAI,Egypt,ROW,LHR,UK,EU,international,B777-300ER,1095,3500.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R232,MS,EgyptAir,Passenger,CAI,Egypt,ROW,JFK,USA,US,international,B777-300ER,365,9000.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R233,MS,EgyptAir,Passenger,CAI,Egypt,ROW,PEK,China,APAC,international,B777-300ER,365,7200.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R234,KQ,Kenya Airways,Passenger,NBO,Kenya,ROW,LHR,UK,EU,international,B787-9,1095,6800.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R235,KQ,Kenya Airways,Passenger,NBO,Kenya,ROW,CDG,France,EU,international,B787-9,730,6300.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R236,KQ,Kenya Airways,Passenger,NBO,Kenya,ROW,JFK,USA,US,international,B787-9,365,11500.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R237,SA,South African Airways,Passenger,JNB,South Africa,ROW,LHR,UK,EU,international,A330-300,730,9000.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R238,SA,South African Airways,Passenger,JNB,South Africa,ROW,IAD,USA,US,international,A330-300,365,12600.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R239,SA,South African Airways,Passenger,JNB,South Africa,ROW,SIN,Singapore,APAC,international,A330-300,365,9700.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R240,AT,Royal Air Maroc,Passenger,CMN,Morocco,ROW,CDG,France,EU,international,B737MAX8,2190,2100.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R241,AT,Royal Air Maroc,Passenger,CMN,Morocco,ROW,JFK,USA,US,international,B787-9,730,5800.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R242,AT,Royal Air Maroc,Passenger,CMN,Morocco,ROW,CAI,Egypt,ROW,international,B737MAX8,730,3700.0,0.03,0.0,0.01,0.05,0.1,0.2,0.3
R243,LH,Lufthansa,Passenger,FRA,Germany,EU,ORD,United States,US,international,B787-9,730,7400.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R244,LH,Lufthansa,Passenger,FRA,Germany,EU,IAD,United States,US,international,B787-9,548,6900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R245,LH,Lufthansa,Passenger,FRA,Germany,EU,EWR,United States,US,international,B787-9,548,6350.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R246,LH,Lufthansa,Passenger,FRA,Germany,EU,MIA,United States,US,international,B787-9,548,8750.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R247,LH,Lufthansa,Passenger,FRA,Germany,EU,LAX,United States,US,international,A350-900,548,9350.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R248,LH,Lufthansa,Passenger,FRA,Germany,EU,SFO,United States,US,international,A350-900,365,9500.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R249,LH,Lufthansa,Passenger,FRA,Germany,EU,YYZ,Canada,US,international,B787-9,548,6400.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R250,LH,Lufthansa,Passenger,FRA,Germany,EU,GRU,Brazil,LATAM,international,B787-9,548,10000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R251,LH,Lufthansa,Passenger,FRA,Germany,EU,EZE,Argentina,LATAM,international,B787-9,365,11900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R252,LH,Lufthansa,Passenger,FRA,Germany,EU,BOG,Colombia,LATAM,international,B787-9,365,9600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R253,LH,Lufthansa,Passenger,FRA,Germany,EU,MEX,Mexico,LATAM,international,B787-9,365,9600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R254,LH,Lufthansa,Passenger,FRA,Germany,EU,NRT,Japan,APAC,international,B787-9,548,9400.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R255,LH,Lufthansa,Passenger,FRA,Germany,EU,HND,Japan,APAC,international,B787-9,365,9400.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R256,LH,Lufthansa,Passenger,FRA,Germany,EU,ICN,South Korea,APAC,international,B787-9,548,8900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R257,LH,Lufthansa,Passenger,FRA,Germany,EU,SYD,Australia,APAC,international,A350-900,365,16500.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R258,LH,Lufthansa,Passenger,FRA,Germany,EU,MEL,Australia,APAC,international,A350-900,365,16700.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R259,LH,Lufthansa,Passenger,FRA,Germany,EU,BKK,Thailand,APAC,international,B787-9,548,9100.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R260,LH,Lufthansa,Passenger,FRA,Germany,EU,KUL,Malaysia,APAC,international,A350-900,365,10600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R261,LH,Lufthansa,Passenger,FRA,Germany,EU,AUH,UAE,MENA,international,B787-9,365,5000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R262,LH,Lufthansa,Passenger,FRA,Germany,EU,DOH,Qatar,MENA,international,B787-9,548,4900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R263,LH,Lufthansa,Passenger,FRA,Germany,EU,RUH,Saudi Arabia,MENA,international,B787-9,548,4800.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R264,LH,Lufthansa,Passenger,FRA,Germany,EU,JED,Saudi Arabia,MENA,international,B787-9,365,5200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R265,LH,Lufthansa,Passenger,FRA,Germany,EU,CAI,Egypt,MENA,international,A321neo,548,2900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R266,LH,Lufthansa,Passenger,FRA,Germany,EU,NBO,Kenya,ROW,international,B787-9,365,6550.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R267,LH,Lufthansa,Passenger,FRA,Germany,EU,JNB,South Africa,ROW,international,B787-9,548,9000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R268,LH,Lufthansa,Passenger,FRA,Germany,EU,ACC,Ghana,ROW,international,A330-300,365,5600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R269,LH,Lufthansa,Passenger,FRA,Germany,EU,LOS,Nigeria,ROW,international,A330-300,548,5100.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R270,LH,Lufthansa,Passenger,FRA,Germany,EU,ADD,Ethiopia,ROW,international,B787-9,365,5600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R271,LH,Lufthansa,Passenger,MUC,Germany,EU,JFK,United States,US,international,B787-9,730,8200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R272,LH,Lufthansa,Passenger,MUC,Germany,EU,ORD,United States,US,international,B787-9,548,8000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R273,LH,Lufthansa,Passenger,MUC,Germany,EU,IAD,United States,US,international,B787-9,548,7600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R274,LH,Lufthansa,Passenger,MUC,Germany,EU,LAX,United States,US,international,A350-900,365,9800.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R275,LH,Lufthansa,Passenger,MUC,Germany,EU,SFO,United States,US,international,A350-900,365,9900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R276,LH,Lufthansa,Passenger,MUC,Germany,EU,YYZ,Canada,US,international,B787-9,365,7100.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R277,LH,Lufthansa,Passenger,MUC,Germany,EU,NRT,Japan,APAC,international,B787-9,548,9300.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R278,LH,Lufthansa,Passenger,MUC,Germany,EU,ICN,South Korea,APAC,international,B787-9,365,8750.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R279,LH,Lufthansa,Passenger,MUC,Germany,EU,SIN,Singapore,APAC,international,A350-900,365,10100.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R280,LH,Lufthansa,Passenger,MUC,Germany,EU,DXB,UAE,MENA,international,B787-9,730,4800.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R281,LH,Lufthansa,Passenger,MUC,Germany,EU,DOH,Qatar,MENA,international,B787-9,365,4700.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R282,LH,Lufthansa,Passenger,MUC,Germany,EU,AUH,UAE,MENA,international,B787-9,365,4800.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R283,LH,Lufthansa,Passenger,MUC,Germany,EU,JNB,South Africa,ROW,international,B787-9,365,8700.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R284,AF,Air France,Passenger,CDG,France,EU,ORD,United States,US,international,B787-9,730,7340.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R285,AF,Air France,Passenger,CDG,France,EU,IAD,United States,US,international,B787-9,548,6850.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R286,AF,Air France,Passenger,CDG,France,EU,EWR,United States,US,international,B787-9,730,5830.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R287,AF,Air France,Passenger,CDG,France,EU,LAX,United States,US,international,A350-900,548,9100.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R288,AF,Air France,Passenger,CDG,France,EU,SFO,United States,US,international,A350-900,365,9000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R289,AF,Air France,Passenger,CDG,France,EU,MIA,United States,US,international,B787-9,548,8750.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R290,AF,Air France,Passenger,CDG,France,EU,YYZ,Canada,US,international,B787-9,548,6580.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R291,AF,Air France,Passenger,CDG,France,EU,YUL,Canada,US,international,B787-9,548,5500.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R292,AF,Air France,Passenger,CDG,France,EU,ATL,United States,US,international,B787-9,548,8060.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R293,AF,Air France,Passenger,CDG,France,EU,BOS,United States,US,international,B787-9,548,5500.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R294,AF,Air France,Passenger,CDG,France,EU,SEA,United States,US,international,B787-9,365,8450.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R295,AF,Air France,Passenger,CDG,France,EU,GRU,Brazil,LATAM,international,B787-9,730,9400.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R296,AF,Air France,Passenger,CDG,France,EU,EZE,Argentina,LATAM,international,A350-900,365,11200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R297,AF,Air France,Passenger,CDG,France,EU,BOG,Colombia,LATAM,international,B787-9,548,9050.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R298,AF,Air France,Passenger,CDG,France,EU,MEX,Mexico,LATAM,international,B787-9,365,9400.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R299,AF,Air France,Passenger,CDG,France,EU,LIM,Peru,LATAM,international,B787-9,365,10500.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R300,AF,Air France,Passenger,CDG,France,EU,HND,Japan,APAC,international,B787-9,730,9720.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R301,AF,Air France,Passenger,CDG,France,EU,ICN,South Korea,APAC,international,B787-9,548,9200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R302,AF,Air France,Passenger,CDG,France,EU,SYD,Australia,APAC,international,A350-900,365,16900.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R303,AF,Air France,Passenger,CDG,France,EU,BKK,Thailand,APAC,international,B787-9,548,9600.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R304,AF,Air France,Passenger,CDG,France,EU,DXB,UAE,MENA,international,B787-9,730,5200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R305,AF,Air France,Passenger,CDG,France,EU,DOH,Qatar,MENA,international,B787-9,548,5100.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R306,AF,Air France,Passenger,CDG,France,EU,AUH,UAE,MENA,international,B787-9,365,5150.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R307,AF,Air France,Passenger,CDG,France,EU,CAI,Egypt,MENA,international,A321neo,548,3200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R308,AF,Air France,Passenger,CDG,France,EU,RUH,Saudi Arabia,MENA,international,B787-9,548,5300.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R309,AF,Air France,Passenger,CDG,France,EU,NBO,Kenya,ROW,international,B787-9,548,6450.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R310,AF,Air France,Passenger,CDG,France,EU,JNB,South Africa,ROW,international,B787-9,548,9000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R311,AF,Air France,Passenger,CDG,France,EU,ABJ,Ivory Coast,ROW,international,B787-9,548,5000.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R312,AF,Air France,Passenger,CDG,France,EU,DKR,Senegal,ROW,international,A330-300,548,4200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R313,AF,Air France,Passenger,CDG,France,EU,CMN,Morocco,MENA,international,A321neo,730,2140.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R314,AF,Air France,Passenger,CDG,France,EU,LOS,Nigeria,ROW,international,A330-300,548,5250.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R315,AF,Air France,Passenger,CDG,France,EU,ADD,Ethiopia,ROW,international,B787-9,365,6200.0,0.025,0.02,0.06,0.15,0.3,0.4,0.5
R316,BA,British Airways,Passenger,LHR,United Kingdom,EU,ORD,United States,US,international,B787-9,1095,6350.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R317,BA,British Airways,Passenger,LHR,United Kingdom,EU,LAX,United States,US,international,A350-900,730,8760.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R318,BA,British Airways,Passenger,LHR,United Kingdom,EU,SFO,United States,US,international,B787-9,548,8630.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R319,BA,British Airways,Passenger,LHR,United Kingdom,EU,MIA,United States,US,international,B787-9,548,7120.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R320,BA,British Airways,Passenger,LHR,United Kingdom,EU,BOS,United States,US,international,B787-9,730,5240.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R321,BA,British Airways,Passenger,LHR,United Kingdom,EU,ATL,United States,US,international,B787-9,730,7120.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R322,BA,British Airways,Passenger,LHR,United Kingdom,EU,IAD,United States,US,international,B787-9,730,5770.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R323,BA,British Airways,Passenger,LHR,United Kingdom,EU,SEA,United States,US,international,B787-9,365,7830.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R324,BA,British Airways,Passenger,LHR,United Kingdom,EU,YYZ,Canada,US,international,B787-9,548,5730.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R325,BA,British Airways,Passenger,LHR,United Kingdom,EU,YVR,Canada,US,international,B787-9,365,7590.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R326,BA,British Airways,Passenger,LHR,United Kingdom,EU,YUL,Canada,US,international,B787-9,365,5250.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R327,BA,British Airways,Passenger,LHR,United Kingdom,EU,GRU,Brazil,LATAM,international,B787-9,548,9450.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R328,BA,British Airways,Passenger,LHR,United Kingdom,EU,EZE,Argentina,LATAM,international,A350-900,548,11650.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R329,BA,British Airways,Passenger,LHR,United Kingdom,EU,BOG,Colombia,LATAM,international,B787-9,365,9050.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
R330,BA,British Airways,Passenger,LHR,United Kingdom,EU,MEX,Mexico,LATAM,international,B787-9,365,9020.0,0.025,0.02,0.1,0.15,0.3,0.4,0.5
